stock_name,daily_profit,day_min_price,day_max_price,day_final_price,date,buyers_in_day,volumn_of_buy_in_day,persons_num_of_buyers,company_num_of_buyers,persons_amount_of_buy,company_amount_of_buy,persons_num_of_seller,company_num_of_seller,persons_amount_of_sells,company_amount_of_sells
حفاری,4.72,14295.00,14871.00,14832.00,1399-03-18,0,M 33.478,2448,4, 48.921M, 8.142,7033,6, 41.997M, 15.066
حفاری,5.00,14163.00,14163.00,14163.00,1399-03-17,722,M 9.991,2448,4, 48.921M, 8.142,7033,6, 41.997M, 15.066
حفاری,2.77,13130.00,13780.00,13489.00,1399-03-13,3029,M 25.526,2448,4, 48.921M, 8.142,7033,6, 41.997M, 15.066
حفاری,0.39,12700.00,13689.00,13125.00,1399-03-12,2499,M 19.027,2448,4, 48.921M, 8.142,7033,6, 41.997M, 15.066
حفاری,-2.04,12679.00,13970.00,13074.00,1399-03-11,4633,M 33.863,2448,4, 48.921M, 8.142,7033,6, 41.997M, 15.066
حفاری,4.99,13300.00,13347.00,13346.00,1399-03-10,2907,M 25.149,2448,4, 48.921M, 8.142,7033,6, 41.997M, 15.066
حفاری,1.89,12127.00,13099.00,12712.00,1399-03-07,4079,M 44.164,2448,4, 48.921M, 8.142,7033,6, 41.997M, 15.066
حفاری,-4.82,12453.00,12995.00,12476.00,1399-03-06,1931,M 26.804,2448,4, 48.921M, 8.142,7033,6, 41.997M, 15.066
فسازان,-4.07,43690.00,47780.00,44110.00,1399-05-15,2198,M 11.852,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.71,44440.00,46100.00,45980.00,1399-05-14,1555,M 8.213,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.00,43460.00,45700.00,43910.00,1399-05-13,2953,M 13.058,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.98,41400.00,45740.00,45740.00,1399-05-12,371,M 2.262,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.99,43570.00,43570.00,43570.00,1399-05-11,57,M 2.008,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.53,40570.00,41680.00,41500.00,1399-05-08,1375,M 8.659,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,5.00,39700.00,39700.00,39700.00,1399-05-07,681,M 2.62,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,1.78,35300.00,39000.00,37810.00,1399-05-06,0,M 15.77,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.47,35600.00,37330.00,37150.00,1399-05-05,3130,M 16.533,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.99,35560.00,35560.00,35560.00,1399-05-04,465,M 3.807,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,1.47,31830.00,35000.00,33870.00,1399-05-01,1796,M 9.929,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.63,33250.00,35000.00,33380.00,1399-04-31,1882,M 7.181,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,1.13,33510.00,36130.00,35000.00,1399-04-30,3361,M 8.53,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,3.38,33500.00,35150.00,34610.00,1399-04-29,4471,M 12.807,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.89,33020.00,33510.00,33480.00,1399-04-28,1350,M 3.586,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-1.97,30940.00,33400.00,31920.00,1399-04-25,2994,M 12.975,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-3.73,32130.00,33600.00,32560.00,1399-04-24,2259,M 8.413,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.97,33820.00,33830.00,33820.00,1399-04-23,0,M 3.914,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,1.60,33300.00,36780.00,35590.00,1399-04-22,3557,M 13.66,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.73,34940.00,36100.00,35030.00,1399-04-21,1656,M 8.167,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.84,36710.00,37290.00,36770.00,1399-04-18,0,M 4.644,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.64,38500.00,39990.00,38640.00,1399-04-17,4006,M 12.779,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,3.03,39500.00,41290.00,40520.00,1399-04-16,3580,M 10.496,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,1.24,37000.00,40570.00,39330.00,1399-04-15,3917,M 13.051,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-3.91,38410.00,40750.00,38850.00,1399-04-14,0,M 6.486,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,0.82,38390.00,41950.00,40430.00,1399-04-11,3540,M 16.355,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.62,38100.00,40240.00,40100.00,1399-04-10,0,M 8.697,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-3.60,37780.00,39690.00,38330.00,1399-04-09,2912,M 13.401,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,3.22,36600.00,40440.00,39760.00,1399-04-08,0,M 20.816,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.70,37970.00,38620.00,38520.00,1399-04-07,1962,M 8.254,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-0.73,35210.00,38490.00,36790.00,1399-04-04,3849,M 15.775,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,3.87,35060.00,37460.00,37060.00,1399-04-03,0,M 18.034,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.97,35680.00,35680.00,35680.00,1399-04-02,372,M 6.666,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.94,33000.00,34000.00,33990.00,1399-04-01,2864,M 26.317,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.99,32390.00,32390.00,32390.00,1399-03-31,1357,M 5.543,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,2.90,30000.00,31470.00,30850.00,1399-03-27,2005,M 9.225,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-3.48,29020.00,30470.00,29980.00,1399-03-26,0,M 1.936,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.71,31320.00,32200.00,31414.00,1399-03-20,0,M 5.188,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,3.70,30204.00,33382.00,32968.00,1399-03-18,0,M 10.406,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,3.76,31000.00,32000.00,31793.00,1399-03-17,1492,M 5.747,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,3.38,29677.00,31119.00,30640.00,1399-03-13,1520,M 5.985,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,1.85,28800.00,30200.00,29638.00,1399-03-12,790,M 2.248,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-0.32,27733.00,30651.00,29099.00,1399-03-11,1233,M 5.282,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.91,28656.00,29218.00,29192.00,1399-03-10,1612,M 5.229,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,1.07,26157.00,28900.00,27827.00,1399-03-07,1189,M 3.731,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.93,27513.00,27980.00,27533.00,1399-03-06,578,M 1.931,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-4.97,28953.00,29828.00,28961.00,1399-03-03,893,M 2.231,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,-3.52,30010.00,32450.00,30476.00,1399-02-31,1357,M 3.064,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,1.84,30700.00,32410.00,31589.00,1399-02-30,1848,M 4.613,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
فسازان,4.95,30127.00,31032.00,31019.00,1399-02-29,0,M 6.209,2198,8, 7.542M, 4.31,3137,4, 9.521M, 2.331
شلعاب,-4.55,37980.00,41700.00,38150.00,1399-05-15,1485,M 3.612,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.36,37200.00,40600.00,39970.00,1399-05-14,1441,M 4.301,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.26,38380.00,39800.00,38670.00,1399-05-13,1325,M 2.656,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.27,40090.00,44290.00,40390.00,1399-05-12,2549,M 5.738,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,4.98,42190.00,42190.00,42190.00,1399-05-11,691,M 1.36,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.34,38310.00,40830.00,40190.00,1399-05-08,601,M 2.425,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.98,38890.00,38890.00,38890.00,1399-05-07,901,M 1.544,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.95,40910.00,41400.00,40930.00,1399-05-06,0,M 1.678,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.90,43020.00,43500.00,43060.00,1399-05-05,1556,M 2.206,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-2.77,44250.00,46300.00,45280.00,1399-05-04,2341,M 4.537,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.49,46330.00,48300.00,46570.00,1399-05-01,1028,M 1.396,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.17,48340.00,51700.00,48760.00,1399-04-31,2318,M 3.697,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,2.75,47400.00,51990.00,50880.00,1399-04-30,4391,M 8.041,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-0.66,47360.00,52340.00,49520.00,1399-04-29,4221,M 10.173,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.57,50530.00,50530.00,49850.00,1399-04-28,148,742847,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,2.34,49380.00,49380.00,48130.00,1399-04-25,114,572386,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,2.44,48200.00,48200.00,47030.00,1399-04-24,39,596162,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.85,46420.00,46420.00,45910.00,1399-04-23,0,937205,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.54,44830.00,44830.00,44210.00,1399-04-22,185,865871,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,4.04,41210.00,43090.00,42700.00,1399-04-21,1133,M 3.461,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.87,40990.00,42000.00,41040.00,1399-04-18,0,M 3.553,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-3.10,42300.00,46390.00,43140.00,1399-04-17,2167,M 4.642,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,4.78,43220.00,44610.00,44520.00,1399-04-16,2715,M 6.659,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.21,41400.00,43220.00,42490.00,1399-04-15,1001,M 2.982,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,1.86,38500.00,42400.00,41170.00,1399-04-14,0,M 6.289,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,4.26,39280.00,40700.00,40420.00,1399-04-11,1601,M 4.677,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.89,39180.00,39180.00,38770.00,1399-04-10,0,989645,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-2.28,36290.00,39500.00,37320.00,1399-04-09,1441,M 4.101,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.31,37920.00,40500.00,38190.00,1399-04-08,1281,M 4.043,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,1.27,38500.00,40700.00,39910.00,1399-04-07,1257,M 2.706,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.83,39340.00,39950.00,39410.00,1399-04-04,1237,M 3.86,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-1.05,39760.00,43870.00,41410.00,1399-04-03,0,M 6.574,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,2.20,39500.00,42990.00,41850.00,1399-04-02,2275,M 7.079,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.86,40890.00,41740.00,40950.00,1399-04-01,1888,M 5.004,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,0.56,41000.00,44940.00,43040.00,1399-03-31,3131,M 7.947,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,4.01,43200.00,43200.00,42800.00,1399-03-27,236,M 1.084,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.76,41640.00,41640.00,41150.00,1399-03-26,0,M 1.016,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,2.30,37270.00,40700.00,39660.00,1399-03-25,0,M 6.4,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,4.57,37880.00,38920.00,38770.00,1399-03-24,977,M 3.01,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,3.96,35420.00,37445.00,37075.00,1399-03-21,693,M 3.093,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-0.71,34511.00,36995.00,35662.00,1399-03-20,0,M 3.661,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.60,35767.00,39531.00,35918.00,1399-03-19,1397,M 3.265,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,7.26,36600.00,38500.00,37649.00,1399-03-18,0,M 3.992,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-3.11,34433.00,37450.00,35117.00,1399-03-10,0,M 4.014,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,1.34,35173.00,37498.00,36245.00,1399-03-07,1192,M 2.619,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,4.42,34252.00,35964.00,35767.00,1399-03-06,1462,M 4.131,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,2.93,31630.00,34940.00,34252.00,1399-03-03,659,M 2.458,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.04,32944.00,35600.00,33277.00,1399-02-31,1324,M 3.039,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-2.13,34200.00,36000.00,34677.00,1399-02-30,509,M 1.009,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
شلعاب,-4.62,35290.00,36866.00,35431.00,1399-02-23,912,M 1.925,1485,2, 3.512M, 100000,1529,0, 3.612M, 0
ساربیل,-4.87,126560.00,135000.00,126730.00,1399-05-15,262,537612,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-2.60,129950.00,139000.00,133220.00,1399-05-14,452,674619,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,1.82,130000.00,139990.00,136780.00,1399-05-13,276,412418,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,2.21,124860.00,138000.00,134340.00,1399-05-12,368,395762,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,2.03,130050.00,132750.00,131430.00,1399-05-11,453,300655,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,1.21,120910.00,133630.00,128810.00,1399-05-08,598,M 1.454,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-3.22,124940.00,137890.00,127270.00,1399-05-07,680,810557,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.96,131000.00,131550.00,131510.00,1399-05-06,0,M 1.263,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.99,125250.00,125290.00,125290.00,1399-05-05,889,827772,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,5.00,119320.00,119330.00,119330.00,1399-05-04,499,557372,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.48,110000.00,114210.00,113650.00,1399-05-01,1006,M 1.326,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,5.00,108780.00,108780.00,108780.00,1399-04-31,19,539706,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,3.07,105530.00,105530.00,103600.00,1399-04-30,84,331549,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.57,100920.00,100920.00,100510.00,1399-04-29,151,492413,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,3.49,97520.00,97520.00,96120.00,1399-04-28,36,375813,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.84,89150.00,93010.00,92880.00,1399-04-23,0,732499,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.96,88400.00,88620.00,88590.00,1399-04-22,262,730541,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-3.09,82740.00,89350.00,84400.00,1399-04-21,253,582223,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-1.72,84180.00,90370.00,87090.00,1399-04-18,0,M 1.308,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-2.28,87500.00,90050.00,88610.00,1399-04-17,292,879086,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-1.53,88100.00,96490.00,90680.00,1399-04-16,920,M 1.205,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,9.00,89300.00,93980.00,92090.00,1399-04-15,650,M 1.433,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,1.92,86000.00,87040.00,84490.00,1399-04-11,218,245170,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,3.47,82910.00,84120.00,82900.00,1399-04-10,367,443204,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,2.72,77770.00,81900.00,80120.00,1399-04-09,466,971628,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-2.65,76120.00,81000.00,78000.00,1399-04-08,351,M 1.34,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,1.93,79500.00,82020.00,80120.00,1399-04-07,390,525747,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-1.33,75750.00,80000.00,78600.00,1399-04-04,338,610357,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,3.41,73280.00,80880.00,79660.00,1399-04-03,0,659660,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.07,74720.00,77720.00,77030.00,1399-04-02,335,563691,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-4.08,73320.00,76300.00,74020.00,1399-04-01,1124,M 1.742,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-3.91,76300.00,80050.00,77170.00,1399-03-31,1640,M 1.966,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-3.88,79380.00,84790.00,80310.00,1399-03-27,2474,M 3.04,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.98,82000.00,83560.00,83550.00,1399-03-26,0,M 1.577,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.24,72540.00,80160.00,79590.00,1399-03-25,818,839937,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,2.26,78390.00,78390.00,76350.00,1399-03-24,288,303866,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,2.88,76202.00,76202.00,74662.00,1399-03-21,190,456359,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,3.30,73769.00,73769.00,72574.00,1399-03-20,0,523017,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.96,68000.00,70282.00,70257.00,1399-03-19,0,M 1.202,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,2.27,68720.00,68720.00,66936.00,1399-03-18,210,360536,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,3.78,66219.00,66219.00,65448.00,1399-03-17,400,599057,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,4.16,60547.00,63574.00,63066.00,1399-03-13,586,948576,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,2.56,59120.00,61600.00,60547.00,1399-03-12,231,612257,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-2.19,57368.00,62000.00,59037.00,1399-03-11,205,M 1.128,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,1.41,57000.00,62489.00,60359.00,1399-03-10,428,797065,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,0.84,56074.00,61976.00,59522.00,1399-03-07,385,M 1.444,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-1.07,56678.00,56678.00,59025.00,1399-03-06,120,171693,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,-3.91,58984.00,62999.00,59661.00,1399-03-03,372,M 1.16,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,3.98,61697.00,62697.00,62088.00,1399-02-31,362,748374,262,5, 180493B, 357119,535,0, 537612B, 0
ساربیل,2.82,60975.00,60975.00,59712.00,1399-02-30,36,530467,262,5, 180493B, 357119,535,0, 537612B, 0
وپست,2.52,16900.00,17510.00,17100.00,1399-05-15,242,M 27.065,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.47,16590.00,17250.00,16680.00,1399-05-14,0,M 20.506,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.54,17380.00,18290.00,17460.00,1399-05-13,1079,M 15.693,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,0.33,17320.00,19140.00,18290.00,1399-05-12,2856,M 19.526,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.95,18230.00,18230.00,18230.00,1399-05-11,318,M 2.935,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.20,16400.00,17500.00,17370.00,1399-05-08,846,M 10.601,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.58,16170.00,16730.00,16670.00,1399-05-07,2016,M 16.099,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-1.42,15500.00,16270.00,15940.00,1399-05-06,0,M 9.816,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.26,16050.00,17180.00,16170.00,1399-05-05,2740,M 17.883,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-0.59,16150.00,17550.00,16890.00,1399-05-04,2162,M 11.54,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.66,16930.00,17700.00,16990.00,1399-05-01,1699,M 10.923,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.45,17720.00,18670.00,17820.00,1399-04-31,2045,M 11.49,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,1.41,18040.00,19030.00,18650.00,1399-04-30,2640,M 14.632,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-1.92,17930.00,19550.00,18390.00,1399-04-29,2564,M 21.186,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-0.37,18000.00,18800.00,18750.00,1399-04-28,186,M 1.017,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.56,18740.00,19600.00,18820.00,1399-04-23,0,M 14.8,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,0.61,18620.00,20550.00,19720.00,1399-04-22,2534,M 15.384,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.81,19570.00,20080.00,19600.00,1399-04-21,1578,M 15.369,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-2.56,20080.00,22100.00,20590.00,1399-04-18,0,M 7.939,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.19,20400.00,21290.00,21130.00,1399-04-17,3972,M 22.751,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.91,19990.00,20290.00,20280.00,1399-04-16,5570,M 41.399,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,0.21,18330.00,20000.00,19330.00,1399-04-15,1371,M 11.026,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.50,19190.00,20190.00,19290.00,1399-04-14,0,M 7.565,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,1.87,19500.00,20820.00,20200.00,1399-04-11,1226,M 6.76,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.75,19000.00,19870.00,19830.00,1399-04-10,265,M 4.904,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.68,18870.00,19490.00,18930.00,1399-04-09,941,M 9.658,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.66,19790.00,20550.00,19860.00,1399-04-08,928,M 14.574,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-0.53,20000.00,21550.00,20830.00,1399-04-07,888,M 14.263,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-4.12,20750.00,21990.00,20940.00,1399-04-04,1076,M 8.813,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,2.82,20530.00,22300.00,21840.00,1399-04-03,0,M 18.046,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,0.19,20140.00,22100.00,21240.00,1399-04-02,1371,M 23.905,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-0.47,20350.00,22010.00,21200.00,1399-04-01,745,M 6.288,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,1.62,21510.00,22000.00,21300.00,1399-03-27,0,875975,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.38,19500.00,21080.00,20960.00,1399-03-26,0,M 7.681,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-0.30,19140.00,20890.00,20080.00,1399-03-25,0,M 14.805,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,2.77,19300.00,20570.00,20140.00,1399-03-24,1161,M 13.2,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,2.77,19101.00,20022.00,19598.00,1399-03-21,1019,M 9.47,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.42,17511.00,19176.00,19070.00,1399-03-20,0,M 14.916,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,-1.89,17685.00,19545.00,18263.00,1399-03-19,1021,M 12.56,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,5.00,18615.00,18615.00,18615.00,1399-03-18,0,M 6.903,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.61,17100.00,17794.00,17729.00,1399-03-17,239,M 5.364,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,5.00,16945.00,16947.00,16947.00,1399-03-13,285,M 5.016,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.91,15800.00,16153.00,16140.00,1399-03-12,322,M 10.633,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
وپست,4.23,14100.00,15496.00,15384.00,1399-03-11,321,M 11.765,242,3, 25.527M, 1.539,997,22, 4.829M, 22.237
